run_id,year,trades,wins,losses,win_rate_pct,profit_factor,net_profit,return_pct,max_drawdown_pct,score
41,2022,155,59,96,38.064516129032256,1.0573779801233483,48.34899174325696,4.834899174325695,15.428270154385254,1.386076415635251
41,2023,90,30,60,33.33333333333333,0.721961275762348,-136.11271471811642,-13.611271471811643,19.43438816464295,0.5234872671290565
41,2024,152,64,88,42.10526315789473,1.3212702598505852,241.97082014824605,24.197082014824606,7.070933293505663,1.8663230641474247
41,2025,128,51,77,39.84375,1.2497115076846013,165.55727292887107,16.555727292887106,11.766467484206578,1.4114107001427263
41,2026,73,31,42,42.465753424657535,1.0667890312927524,32.14640002407565,3.214640002407566,9.609540439503848,0.7039211207863333
42,2022,150,57,93,38.0,1.0256793049634705,20.32758068739315,2.032758068739315,14.74829846628259,1.3116135896408476
42,2023,90,30,60,33.33333333333333,0.7521553323368487,-114.72130825902649,-11.47213082590265,17.39057889081621,0.5592160492967954
42,2024,148,63,85,42.567567567567565,1.3996006920827717,277.689913971005,27.7689913971005,7.461531747998511,1.9168501823047572
42,2025,124,49,75,39.516129032258064,1.201560655121242,135.54856659497443,13.554856659497444,11.78544497527229,1.3143397177315845
42,2026,72,31,41,43.05555555555556,1.1623957849605577,77.08591572988375,7.708591572988375,8.88450281512314,0.7625683430804622
